雄安新区有哪些大学	1	17
0 1616.953125 360 299	https://wapv.sogou.com/v?query=%E6%AA%80%E9%A6%99%E5%B1%B1%E6%98%AF%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6%E7%9A%84&p=40230600&tab=video&ie=utf8&rawQuery=%E6%AA%80%E9%A6%99%E5%B1%B1%E6%98%AF%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6%E7%9A%84&vrid=11000404	11000404	5
0 1921.9375 360 257	https://m.sohu.com/a/369693967_99891082	30010302	6
0 2184.84375 360 187	https://m.sohu.com/a/421963703_100028727/?pvid=000115_3w_a	30000000	7
0 2377.84375 360 187	http://www.uxxsn.com/56971.html	30000909	8
0 2570.84375 360 187	http://www.bijingdi.com/news/9-401.html	30000000	9
0 2763.84375 360 187	https://www.lybang.cn/question/0e26f5e0712449338.html	30000909	10
0 2996.84375 360 236	http://www.lyshenlingzhai.com/zhishi/content/44z054j.html	30010092	11
0 3666.84375 360 181	http://m.iask.sina.com.cn/b/gW6PDvaYncwb.html?=1&vt=4	30000201	12
0 3853.84375 360 187	https://www.uoolu.com/ask/119020.html	30000000	13
0 4046.84375 360 257	https://m.tianqi.com/toutiao/read/52584.html	30010302	14
0 4309.75 360 187	https://www.usitrip.com/news/r4929.html	30000000	15
0 4502.75 360 160	https://m.nyw58.com/news/show-91604.html	30000000	16
0 4668.75 360 187	http://www.smartonic.com.cn/cbrm/4ZbLa	30000000	17
0 4861.75 360 187	https://c.m.163.com/news/a/E3LA9F9A05376DL5.html	30000000	18
0 5054.75 360 160	https://m.nyw58.com/news/show-57042.html	30000000	19

美国有多少个州	1	20
0 102 360 236	https://m.531761.com/info/86009	80020013	0
0 344 360 395	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E7%BE%8E%E5%9B%BD%E6%9C%89%E5%A4%9A%E5%B0%91%E4%B8%AA%E5%B7%9E	30010125	1
0 745 360 182	http://mp.weixin.qq.com/s?src=3&timestamp=1623761848&ver=1&signature=uuAjgzvmuuL5-*cbPcuPq-pVuQCEtrnjQxs-ZAvQdUrNBsXBJJ90-n7GMwV-LRBEQmVqHaI8KSSUBUNa7HwBQlHeKiqU34VJ3iAiji3doGtVNfZ56duJHFl9SXm0r6suRARibLNBDIZRkTQDOhqHNg==	11002601	2
0 933 360 209	http://m.114.xixik.com/usa-stats/	30000909	3
0 1362 360 209	https://www.zhihu.com/tardis/sogou/art/374745514	30010208	4
0 1791 360 187	https://xw.qq.com/partner/hwbrowser/20210323A08CY5/20210323A08CY500?ADTAG=hwb&pgv_ref=hwb&appid=hwbrowser&ctype=news	30000000	5
0 1984 360 209	https://m.tianqi.com/toutiao/read/84138.html	30000909	6
0 2199 360 160	http://m.sohu.com/n/424533588/	30000909	7
0 2365 360 182	https://m.yebaike.com/13/202005/138903.html	30000909	8
0 2553 360 209	https://m.y5000.com/sjls/62120.html	30000909	9
0 2808 360 182	https://mlive.fatiao.pro/sg_article/25445.html	30000909	10
0 2996 360 182	https://wk.baidu.com/view/7c8805b665ce0508763213f7	30010259	11
0 3184 360 187	https://m.tianqijun.com/shenghuo/doc/40216.html	30000000	12
0 3591 360 187	http://m.hubei88.com/view.php?aid=509304	30000000	13
0 3784 360 182	http://m.114.xixik.com/50states/	30000909	14
0 3972 360 257	https://m.sohu.com/a/304028031_99922590	30010302	15
0 4234.90625 360 187	https://www.usitrip.com/news/r3661.html	30000909	16
0 4427.90625 360 187	http://www.huatong.org/baike/detail/5602.html	30000000	17
0 4620.90625 360 160	https://m.banghaiwai.com/article/49206	30000909	18
0 4786.90625 360 209	https://3g.163.com/dy/article/FQLB9G4205440N8F.html?spss=adap_pc	30000909	19

越共是什么梗	1	20
0 102 360 499	https://jikipedia.com/definition/collapsible/620631677?ref=sgsearch&term_id=340868377&platform=mobile&key=2	80020033	0
0 606.515625 360 302	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E8%B6%8A%E5%85%B1%E6%98%AF%E4%BB%80%E4%B9%88%E6%A2%97	30010244	1
0 914.515625 360 497	https://wapv.sogou.com/v?query=%E8%B6%8A%E5%85%B1%E6%98%AF%E4%BB%80%E4%B9%88%E6%A2%97&p=40230600&tab=video&ie=utf8&rawQuery=%E8%B6%8A%E5%85%B1%E6%98%AF%E4%BB%80%E4%B9%88%E6%A2%97&vrid=11000404	11000404	2
0 1631.703125 360 176	https://zhidao.baidu.com/question/655733248038283365	30000201	3
0 1813.703125 360 187	http://www.caoding.cn/lishi/news/0405YB252020.html	30000000	4
0 2006.703125 360 187	https://www.bilibili.com/read/mobile/7979136	30000000	5
0 2199.703125 360 182	http://m.iask.sina.com.cn/jxwd/6deJ6kGESWN.html?=1&vt=4	30000909	6
0 2387.703125 360 187	https://weibo.com/2863968740/ItPkNCvnf	30000000	7
0 2746.703125 360 160	https://m.jikipedia.com/definition/620631677	30000000	8
0 2912.703125 360 182	https://m.yebaike.com/22/2676074.html	30000909	9
0 3140.703125 360 209	https://m.52lishi.com/article/67212.html	30000909	10
0 3355.703125 360 207	https://m.52lishi.com/article/67220.html	30000909	11
0 3782.3125 360 209	https://www.1ting.com/zixun/1160.html	30000909	12
0 3997.3125 360 160	http://www.jinghooo.com/metaphor-detail?id=1574	30000000	13
0 4163.3125 360 160	https://jikipedia.com/definition/109736128	30000909	14
0 4329.3125 360 187	https://www.bilibili.com/read/mobile/5906995	30000000	15
0 4522.3125 360 187	https://bbs.nga.cn/read.php?tid=21932097	30000000	16
0 4715.3125 360 176	http://m.iask.sina.com.cn/b/CUvJkVZwDq.html?=1&vt=4	30000201	17
0 4897.3125 360 187	http://www.suyanw.com/zhishi/30036.html	30000000	18
0 5090.3125 360 187	https://m.xf12333.cn/wenda/6491.html	30000909	19

1英里等于多少公里	1	20
0 102 360 227	null	20010104	0
0 549 360 209	https://m.tianqi.com/toutiao/read/55758.html	30000909	1
0 764 360 182	http://mp.weixin.qq.com/s?src=11&timestamp=1623761799&ver=3132&signature=RDY8VCw*uieonMoolYBuwk6KR5Hh9EjGHHo*96XlSncvcmva4bbF*YpXNqTBljXGRLRsKfWWUMssbg45IMfEofWKyZ4t*vFD-pF24EZaa5sdgJi605ULckfA23weUoF-&new=1	11002601	2
0 952 360 299	https://wapv.sogou.com/v?query=1%E8%8B%B1%E9%87%8C%E7%AD%89%E4%BA%8E%E5%A4%9A%E5%B0%91%E5%85%AC%E9%87%8C&p=40230600&tab=video&ie=utf8&rawQuery=1%E8%8B%B1%E9%87%8C%E7%AD%89%E4%BA%8E%E5%A4%9A%E5%B0%91%E5%85%AC%E9%87%8C&vrid=11000404	11000404	3
0 1256.71875 360 325	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=1%E8%8B%B1%E9%87%8C%E7%AD%89%E4%BA%8E%E5%A4%9A%E5%B0%91%E5%85%AC%E9%87%8C&g_f=11301026	30000202	4
0 1587.71875 360 160	https://www.zybang.com/question/aa78f50c213960dcffbf8addb2409d82.html	30000000	5
0 1753.71875 360 182	http://wap.gaoguang.com/st/29698.html	30000909	6
0 1941.71875 360 302	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=1%E8%8B%B1%E9%87%8C%E7%AD%89%E4%BA%8E%E5%A4%9A%E5%B0%91%E5%85%AC%E9%87%8C	30010244	7
0 2249.71875 360 187	http://g.manmankan.com/nizhidaoma/article/2016/10652.shtml	30000000	8
0 2442.71875 360 182	https://m.idongde.com/q/B5f9a5Ce1Bd39d20.shtml	30000909	9
0 2670.71875 360 209	https://3g.china.com/auto/mip/1543.html	30000909	10
0 2885.71875 360 187	https://www.cq67.com/jingyan/zhishi/264155.html	30000000	11
0 3078.71875 360 181	http://m.iask.sina.com.cn/b/1SYX73Lv2NBN.html?=1&vt=4	30000201	12
0 3479.71875 360 187	http://ask.rednet.cn/m/question/83849	30000000	13
0 3672.71875 360 187	http://g.manmankan.com/nizhidaoma/article/2016/10657.shtml	30000000	14
0 3865.71875 360 209	https://m.tianqi.com/toutiao/read/78109.html	30000909	15
0 4080.71875 360 257	https://m.tianqi.com/toutiao/read/92165.html	30010302	16
0 4343.625 360 187	https://www.zybang.com/question/1f10d28a7841d6404c9db8afa0903980.html	30000000	17
0 4536.625 360 187	https://www.zybang.com/question/0f3b42a7276caf0e1ad335f361bb7b55.html	30000000	18
0 4729.625 360 160	https://www.zybang.com/question/5d7b72544443d435e771c49c5e8cb826.html	30000000	19

蓝鲸是史上最大的动物吗	1	19
0 102 360 374	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E8%93%9D%E9%B2%B8%E6%98%AF%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E7%9A%84%E5%8A%A8%E7%89%A9%E5%90%97&type=2&sourceid=weixinvr	11002501	0
0 482 360 325	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E8%93%9D%E9%B2%B8%E6%98%AF%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E7%9A%84%E5%8A%A8%E7%89%A9%E5%90%97&g_f=11301026	30000202	1
0 813 360 209	https://www.zhihu.com/tardis/sogou/ans/1593388511	30010173	2
0 1242 360 497	https://wapv.sogou.com/v?query=%E8%93%9D%E9%B2%B8%E6%98%AF%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E7%9A%84%E5%8A%A8%E7%89%A9%E5%90%97&p=40230600&tab=video&ie=utf8&rawQuery=%E8%93%9D%E9%B2%B8%E6%98%AF%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E7%9A%84%E5%8A%A8%E7%89%A9%E5%90%97&vrid=11000404	11000404	3
0 1745.1875 360 187	https://m.tuliu.com/wnews/read-102006.html	30000000	4
0 1938.1875 360 187	https://www.bilibili.com/read/mobile/949054	30000000	5
0 2131.1875 360 187	https://k.sina.cn/article_7031455969_1a31b80e100100ouwl.html&ab=qiche&http=fromhttp	30000000	6
0 2324.1875 360 187	https://m.sohu.com/a/401975351_381442/?pvid=000115_3w_a	30000000	7
0 2517.1875 360 230	https://m.sohu.com/a/195942297_99943903	30010302	8
0 2753.09375 360 257	https://m.sohu.com/a/336450848_99948232	30010302	9
0 3056 360 209	https://m.souid.com/archives/130395.html	30000909	10
0 3271 360 160	https://m.xuexila.com/baikezhishi/3673595.html	30000000	11
0 3912.953125 360 209	https://web.phb123.com/shijiezhizui/dongwu/20197.html	30000909	12
0 4127.953125 360 257	https://3g.163.com/dy/article/G60PDG1P0543KEH8.html?spss=adap_pc	30010302	13
0 4390.859375 360 257	https://m.sohu.com/a/422620686_120012589	30010302	14
0 4653.765625 360 285	https://www.zswxy.cn/articles/13151.html	30010092	15
0 4944.765625 360 209	https://m.dugoogle.com/shijiezhizui/shengwu/14625.html	30000909	16
0 5159.765625 360 285	https://web.phb123.com/shijiezhizui/dongwu/10379.html	30010092	17
0 5450.765625 360 160	https://m.xuexila.com/baikezhishi/3641974.html	30000000	18

省辖市和地级市哪个大	1	18
0 102 360 381	http://wenwen.sogou.com/z/q837196780.htm?aid=2970876387	41020100	0
0 489 360 447	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E7%9C%81%E8%BE%96%E5%B8%82%E5%92%8C%E5%9C%B0%E7%BA%A7%E5%B8%82%E5%93%AA%E4%B8%AA%E5%A4%A7	30010125	1
0 942 360 302	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E7%9C%81%E8%BE%96%E5%B8%82%E5%92%8C%E5%9C%B0%E7%BA%A7%E5%B8%82%E5%93%AA%E4%B8%AA%E5%A4%A7	30010244	2
0 1725.953125 360 187	https://finance.sina.com.cn/china/dfjj/2019-06-10/doc-ihvhiews7746810.shtml	30000000	3
0 1918.953125 360 187	http://www.china-judge.com/ReadNews.asp?NewsID=3275&BigClassName=%B7%A8%C2%C9%CB%BC%CF%EB&BigClassID=16&SmallClassID=18&SmallClassName=%D0%D0%D5%FE%B7%A8%D1%D0%BE%BF&SpecialID=0	30000000	4
0 2111.953125 360 212	http://www.xiangyinong.com/kejikuaibao/2019/1022/420.html	30010092	5
0 2329.953125 360 209	http://www.xiangyinong.com/kejikuaibao/2019/1022/422.html	30000909	6
0 2544.953125 360 160	http://www.ucbaike.com/zhishi/100165.html	30000000	7
0 2710.953125 360 187	https://www.wukong.com/question/6777999377186160910/	30000000	8
0 2903.953125 360 203	http://m.iask.sina.com.cn/b/1H5fr9WWlw6B.html?=1&vt=4	30000201	9
0 3152.953125 360 203	http://m.iask.sina.com.cn/b/13587965.html?=1&vt=4	30000201	10
0 3361.953125 360 203	http://m.iask.sina.com.cn/b/iRnnG6wwyyjX.html?=1&vt=4	30000201	11
0 3998.953125 360 257	https://m.sohu.com/a/244048505_100023089	30010302	12
0 4261.859375 360 258	https://mxuexi.zqnf.com/1072723.html	30010092	13
0 4525.859375 360 182	http://zhinan.sogou.com/guide/detail/?id=316513846735	30010096	14
0 4713.859375 360 160	https://m.xuexila.com/baikezhishi/3479107.html	30000000	15
0 5141.8125 360 257	https://3g.163.com/news/article_so/FG50G27I05488MMN.html	30010302	16
0 5404.71875 360 203	http://m.iask.sina.com.cn/b/iRtFoaK4v9eZ.html?=1&vt=4	30000201	17

四大天王为什么有五个	1	19
0 102 360 398	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E5%9B%9B%E5%A4%A7%E5%A4%A9%E7%8E%8B%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9C%89%E4%BA%94%E4%B8%AA&type=2&sourceid=weixinvr	11002501	0
0 506 360 325	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E5%9B%9B%E5%A4%A7%E5%A4%A9%E7%8E%8B%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9C%89%E4%BA%94%E4%B8%AA&g_f=11301026	30000202	1
0 837 360 422	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E5%9B%9B%E5%A4%A7%E5%A4%A9%E7%8E%8B%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9C%89%E4%BA%94%E4%B8%AA	30010244	2
0 1265 360 497	https://wapv.sogou.com/v?query=%E5%9B%9B%E5%A4%A7%E5%A4%A9%E7%8E%8B%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9C%89%E4%BA%94%E4%B8%AA&p=40230600&tab=video&ie=utf8&rawQuery=%E5%9B%9B%E5%A4%A7%E5%A4%A9%E7%8E%8B%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9C%89%E4%BA%94%E4%B8%AA&vrid=11000404	11000404	3
0 1982.1875 360 209	https://club.gamersky.com/m/activity/386376?club=163	30000909	4
0 2197.1875 360 165	http://m.iqiyi.com/v_19rvlcad2g.html	30000000	5
0 2368.1875 360 187	https://bbs.nga.cn/read.php?tid=15266853&rand=959	30000000	6
0 2561.1875 360 187	https://games.sina.cn/pi/gp/2019-10-28/detail-iicezzrr5459249.d.html	30000000	7
0 2754.1875 360 187	https://mip.ali213.net/news/html/463047.html	30000000	8
0 2947.1875 360 209	http://games.sina.com.cn/g/g/2019-10-28/icezzrr5459249.shtml	30000909	9
0 3464.140625 360 187	https://jikipedia.com/definition/baidu_qa/995865965	30000000	10
0 3657.140625 360 187	https://jikipedia.com/definitions/term/734688656	30000000	11
0 3850.140625 360 257	https://www.bilibili.com/read/mobile/3161898	30010302	12
0 4327.046875 360 257	https://www.bilibili.com/read/cv11056900	30010302	13
0 4589.953125 360 138	https://www.zhihu.com/people/si-da-tian-wang-you-wu-ge-52/answers	30000909	14
0 4733.953125 360 209	https://www.bilibili.com/read/mobile/5028813	30000909	15
0 4948.953125 360 209	https://c.m.163.com/news/a/EN4656DB05372YCL.html	30000909	16
0 5163.953125 360 209	https://c.m.163.com/news/a/EA7R5PQ505372HWN.html	30000909	17
0 5378.953125 360 187	https://www.bilibili.com/video/BV1hB4y1F7Si/	30000000	18

喜马拉雅山属于哪个国家	1	19
0 102 360 539	https://m.yebaike.com/22/1824109.html	80020024	0
0 647 360 326	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E5%96%9C%E9%A9%AC%E6%8B%89%E9%9B%85%E5%B1%B1%E5%B1%9E%E4%BA%8E%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6	30010244	1
0 979 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E5%96%9C%E9%A9%AC%E6%8B%89%E9%9B%85%E5%B1%B1%E5%B1%9E%E4%BA%8E%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6&g_f=11301026	30000202	2
0 1382 360 209	http://mp.weixin.qq.com/s?src=11&timestamp=1623761843&ver=3132&signature=kjIoWM2rD3-X1OHsvz2GvrR43mq7eHDFFpL1H14oXf1E6cS9fdZUU6fKRSEoRtvfqx254Gc-OrubczIWrF59GKN2pAHsoZXfJvUswXzGuINBycE1qGCu6nE87aG3QmkE&new=1	11002601	3
0 2072.953125 360 299	https://wapv.sogou.com/v?query=%E5%96%9C%E9%A9%AC%E6%8B%89%E9%9B%85%E5%B1%B1%E5%B1%9E%E4%BA%8E%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6&p=40230600&tab=video&ie=utf8&rawQuery=%E5%96%9C%E9%A9%AC%E6%8B%89%E9%9B%85%E5%B1%B1%E5%B1%9E%E4%BA%8E%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6&vrid=11000404	11000404	4
0 2377.671875 360 160	http://www.dili360.com/cng/article/p5350c3d68be5214.htm	30000000	5
0 2543.671875 360 187	https://www.zybang.com/question/37665d29437513e7666b12e571fd4416.html?from=knowledge	30000000	6
0 2736.671875 360 160	https://www.zybang.com/question/aac57baa7592314fa7c89580d25ce3d2.html	30000000	7
0 2902.671875 360 176	https://www.zybang.com/question/6f56c261290f303e401d4f15694e181b.html	30000201	8
0 3084.671875 360 182	http://www.jiangzi.com/tuwen/shenghuo/110812.html	30000909	9
0 3312.671875 360 182	http://m.k1u.com/trip/4044.html	30000909	10
0 3500.671875 360 160	https://www.bazhishi.com/shenghuojiaju/154543032411326.html	30000000	11
0 4094.671875 360 203	http://m.iask.sina.com.cn/b/1H1HvPse25C7.html?=1&vt=4	30000201	12
0 4303.671875 360 176	http://m.iask.sina.com.cn/b/gWjQxKMuLLkn.html?=1&vt=4	30000201	13
0 4485.671875 360 182	https://www.aiyu5.cn/post/146941.html	30000909	14
0 4673.671875 360 209	http://www.517shaoshan.com/xiza/8504.html	30000909	15
0 4888.671875 360 209	http://www.zgchrx.com/changshi/812890.html	30000909	16
0 5103.671875 360 187	http://www.527ss.com/xiza/6035.html	30000909	17
0 5296.671875 360 187	https://www.wesiedu.com/zuoye/4188652112.html	30000000	18

亚洲分为哪六个地区	1	20
0 102 360 465	https://m.nomihu.com/jingyan/1601068844569541.html	80020024	0
0 573 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E4%BA%9A%E6%B4%B2%E5%88%86%E4%B8%BA%E5%93%AA%E5%85%AD%E4%B8%AA%E5%9C%B0%E5%8C%BA&g_f=11301026	30000202	1
0 976 360 302	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E4%BA%9A%E6%B4%B2%E5%88%86%E4%B8%BA%E5%93%AA%E5%85%AD%E4%B8%AA%E5%9C%B0%E5%8C%BA&type=2&sourceid=weixinvr	11002501	2
0 1284 360 160	https://m.jiandiao.com/shcs/25616.html	30000000	3
0 1664 360 187	https://m.sohu.com/a/213349380_794891/?pvid=000115_3w_a	30000000	4
0 1857 360 209	http://zhuanlan.zhihu.com/p/350041741	30010208	5
0 2333.953125 360 187	https://www.zybang.com/question/9b988056230a891e7b186147ce0e82aa.html	30000000	6
0 2526.953125 360 182	https://m.yebaike.com/22/1750463.html	30000909	7
0 2714.953125 360 143	https://tiku.afanti100.com/web/questiondetail/f44cc85d18ae5fb0e7ea2adc2f1ebf77	30010134	8
0 2863.953125 360 165	https://tiku.afanti100.com/web/questiondetail/f3316fcd196d2da9831fe1408fda835e	30010134	9
0 3074.953125 360 209	http://m.iask.sina.com.cn/jxwd/6hkYCVuztnp.html?=1&vt=4	30000909	10
0 3289.953125 360 187	http://www.manfen5.com/stinfo/CZ_DL/SYS201611220606583742623041/	30000000	11
0 3482.953125 360 187	http://m.1010jiajiao.com/paper/timu/1936281.html	30000000	12
0 3889.953125 360 160	http://www.360doc.com/content/17/0321/09/18841360_638675827.shtml	30000909	13
0 4055.953125 360 181	https://www.zybang.com/question/2fe663daa1f76e2bacd250772c10f0a4.html	30000201	14
0 4242.953125 360 181	https://www.zybang.com/question/b109c21bb14dc35867885c2e365ad571.html	30000201	15
0 4429.953125 360 160	https://www.zybang.com/question/831a066fa4440b132c8ee4a6576c9860.html	30000000	16
0 4595.953125 360 187	https://www.zybang.com/question/159340b1a7d2f4b170edbc8914095c96.html	30000000	17
0 4788.953125 360 187	https://www.zybang.com/question/61fc4f4b54067eec37ce2b8fbe6ecc79.html	30000000	18
0 4981.953125 360 181	https://www.zybang.com/question/a2b3977364b3298366ccb7af99bcaeec.html	30000201	19

锡金是什么时候被印度吞并的	1	20
0 102 360 270	http://wenwen.sogou.com/z/q802467635.htm	41110108	0
0 378 360 422	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E9%94%A1%E9%87%91%E6%98%AF%E4%BB%80%E4%B9%88%E6%97%B6%E5%80%99%E8%A2%AB%E5%8D%B0%E5%BA%A6%E5%90%9E%E5%B9%B6%E7%9A%84&type=2&sourceid=weixinvr	11002501	1
0 806 360 398	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E9%94%A1%E9%87%91%E6%98%AF%E4%BB%80%E4%B9%88%E6%97%B6%E5%80%99%E8%A2%AB%E5%8D%B0%E5%BA%A6%E5%90%9E%E5%B9%B6%E7%9A%84	30010244	2
0 1590 360 299	https://wapv.sogou.com/v?query=%E9%94%A1%E9%87%91%E6%98%AF%E4%BB%80%E4%B9%88%E6%97%B6%E5%80%99%E8%A2%AB%E5%8D%B0%E5%BA%A6%E5%90%9E%E5%B9%B6%E7%9A%84&p=40230600&tab=video&ie=utf8&rawQuery=%E9%94%A1%E9%87%91%E6%98%AF%E4%BB%80%E4%B9%88%E6%97%B6%E5%80%99%E8%A2%AB%E5%8D%B0%E5%BA%A6%E5%90%9E%E5%B9%B6%E7%9A%84&vrid=11000404	11000404	3
0 1894.984375 360 257	https://3g.163.com/dy/article/G8C6V1FA0543L37L.html?spss=adap_pc	30010302	4
0 2157.890625 360 160	https://world.huanqiu.com/article/9CaKrnK3Y1O	30000000	5
0 2323.890625 360 325	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E9%94%A1%E9%87%91%E6%98%AF%E4%BB%80%E4%B9%88%E6%97%B6%E5%80%99%E8%A2%AB%E5%8D%B0%E5%BA%A6%E5%90%9E%E5%B9%B6%E7%9A%84&g_f=11301026	30000202	6
0 2654.890625 360 203	http://m.iask.sina.com.cn/b/4446508.html?=1&vt=4	30000201	7
0 2863.890625 360 203	http://m.iask.sina.com.cn/b/4753249.html?=1&vt=4	30000201	8
0 3072.890625 360 209	http://blog.sina.cn/dpool/blog/s/blog_3f07f2da0102wq5o.html	30000909	9
0 3327.890625 360 182	https://wk.baidu.com/view/12f31287998fcc22bdd10d3b	30010259	10
0 3515.890625 360 209	https://k.sina.cn/article_6526256489_184fec56900100gkfe.html&ab=qiche&http=fromhttp	30000909	11
0 3730.890625 360 209	http://m.52shijing.com/sjls/110343.html	30000909	12
0 4159.890625 360 187	http://www.lssdjt.com/d/1975423.htm	30000909	13
0 4352.890625 360 257	https://3g.163.com/dy/article/DVRRG9Q305414M9L.html?spss=adap_pc	30010302	14
0 4615.796875 360 203	http://m.iask.sina.com.cn/b/1STcvvaasNg1.html?=1&vt=4	30000201	15
0 4824.796875 360 203	http://m.iask.sina.com.cn/b/gVMEhO7r2c5x.html?=1&vt=4	30000201	16
0 5033.796875 360 209	http://blog.sina.cn/dpool/blog/s/blog_16694e3f9010309kt.html	30000909	17
0 5248.796875 360 209	https://c.m.163.com/news/a/EVHSK79C0523G40E.html	30000909	18
0 5463.796875 360 209	https://new.qq.com/omn/20210125/20210125A0BSA000.html	30000909	19

埃及位于哪里	1	13
0 102 360 251	https://baike.sogou.com/lemma/ShowInnerLink.htm?lemmaId=42838	50027401	0
0 747.953125 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E5%9F%83%E5%8F%8A%E4%BD%8D%E4%BA%8E%E5%93%AA%E9%87%8C&g_f=11301026	30000202	1
0 1150.953125 360 280	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E5%9F%83%E5%8F%8A%E4%BD%8D%E4%BA%8E%E5%93%AA%E9%87%8C	30010244	2
0 1650.953125 360 299	https://wapv.sogou.com/v?query=%E5%9F%83%E5%8F%8A%E4%BD%8D%E4%BA%8E%E5%93%AA%E9%87%8C&p=40230600&tab=video&ie=utf8&rawQuery=%E5%9F%83%E5%8F%8A%E4%BD%8D%E4%BA%8E%E5%93%AA%E9%87%8C&vrid=11000404	11000404	3
0 1955.9375 360 187	https://www.imsilkroad.com/news/p/39527.html	30000000	4
0 2148.9375 360 209	http://mp.weixin.qq.com/s?src=11&timestamp=1623761801&ver=3132&signature=5V*OfSFlrwaP5d102ALs6ugIhLkCAsRsqyFYJVj3p7teOs4m4IDGHotEdaPJ5HoTkyxQZpnZ412m0Zc0HV8iKj6*62RZTwWGzJuOz7bcpSkkbb0-LIRzZJVL1ZJz3SJQ&new=1	11002601	5
0 2363.9375 360 209	http://www.xinhuanet.com/2020-01/26/c_1125502668.htm	30000909	6
0 2578.9375 360 209	http://www.gov.cn/guowuyuan/2020-01/09/content_5467666.htm	30000909	7
0 2793.9375 360 182	https://zhinan.sogou.com/m/article/i5642303.htm	30000909	8
0 2981.9375 360 160	http://m.cncn.com/lxs/61697/news-526709	30000000	9
0 3187.9375 360 209	https://m.tianqi.com/news/281847.html	30000909	10
0 3402.9375 360 176	https://www.zybang.com/question/acccc219e53e4745856c168d71b10e24.html	30000201	11
0 3584.9375 360 187	https://www.lybang.cn/question/64d2da1b9f1710883.html	30000000	12

百慕大三角位于哪里	1	17
0 102 360 324	https://baike.sogou.com/v64254974.htm	50029301	0
0 431.953125 360 176	http://wenwen.sogou.com/z/q769018478.htm	30000201	1
0 613.953125 360 182	http://mp.weixin.qq.com/s?src=3&timestamp=1623761812&ver=1&signature=pWWJxH8icifJE4XeIM82FXW95NA4AbOyUEpytx*emUFbOPuPv95Nt9oTiabjVzNFjF-nDXBxfS-p3d30xD9YQT6q*8eD-bJGx39kOnHEynBPBlXDYH0R9CLCrmqe*Kprn5ceUi5pMOmQxmA29yoatoR-J6IHGZDX09ht3vzeaAs=	11002601	2
